Protein Group,Protein ID,Accession,Significance,-10lgP,Si5B-Heavy-Hypoxia : Heavy_Area,Si5B-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Hypoxia : Heavy_Area,SiCTL-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Normoxia : Heavy_Area,SiCTL-Heavy-Normoxia : Light_Area,Ratio Si5B-Heavy-Hypoxia : Heavy,Ratio Si5B-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Hypoxia : Heavy,Ratio SiCTL-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Normoxia : Heavy,Ratio SiCTL-Heavy-Normoxia : Light,Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light)_Area,Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light)_Area,Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light)_Area,Ratio Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light),Ratio Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light),Ratio Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light),Max Ratio,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description,pSILAC H/N ratio,pSILAC Si5B/CTL Hyp ratio,Total H/N ratio,Total Si5B/CTL Hyp ratio,Accession,Gene Name,Species
1596,20966,sp|Q9NTZ6|RBM12_HUMAN,2.07,46.51,3.25E+06,2.45E+06,7.92E+04,4.45E+05,1.24E+06,3.01E+06,1,0.76,0.02,0.14,0.38,0.93,2.85E+06,2.62E+05,2.12E+06,1,0.09,0.74,10.87,3,2,2,13C(6) 15N(2) Silac label,97396,RNA-binding protein 12 OS=Homo sapiens GN=RBM12 PE=1 SV=1,0.06,41.05,0.12,10.88,Q9NTZ6,RBM12,HUMAN
1810,20870,sp|Q5T8P6|RBM26_HUMAN,3.88,70.13,2.57E+05,3.26E+05,1.11E+05,8.41E+05,1.45E+06,1.72E+06,1,1.27,0.43,3.27,5.64,6.7,2.92E+05,4.76E+05,1.59E+06,1,1.63,5.44,5.44,7,4,4,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,113597,RNA-binding protein 26 OS=Homo sapiens GN=RBM26 PE=1 SV=3,0.08,2.31,0.30,0.61,Q5T8P6,RBM26,HUMAN
2173,13416,sp|Q9P2N5|RBM27_HUMAN,4.2,61.68,5.10E+05,1.31E+06,8.25E+04,5.84E+05,1.47E+06,2.91E+06,1,2.56,0.16,1.14,2.88,5.7,9.09E+05,3.33E+05,2.19E+06,1,0.37,2.41,6.58,6,3,3,Carbamidomethylation; Deamidation (NQ),118718,RNA-binding protein 27 OS=Homo sapiens GN=RBM27 PE=1 SV=2,0.06,6.19,0.15,2.73,Q9P2N5,RBM27,HUMAN
1975,12392,sp|Q96EV2|RBM33_HUMAN,1.65,74.57,1.14E+06,4.83E+06,3.58E+05,2.52E+06,1.64E+06,2.58E+06,1,4.22,0.31,2.2,1.43,2.25,2.99E+06,1.44E+06,2.11E+06,1,0.48,0.71,2.07,5,4,4,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,129986,RNA-binding protein 33 OS=Homo sapiens GN=RBM33 PE=1 SV=3,0.22,3.19,0.68,2.07,Q96EV2,RBM33,HUMAN
1003,12267,sp|Q14498|RBM39_HUMAN,2.45,123.02,1.49E+07,1.31E+07,6.69E+06,1.24E+07,2.24E+07,2.63E+07,1,0.88,0.45,0.84,1.51,1.77,1.40E+07,9.57E+06,2.44E+07,1,0.68,1.74,2.55,13,9,9,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,59380,RNA-binding protein 39 OS=Homo sapiens GN=RBM39 PE=1 SV=2,0.30,2.23,0.39,1.46,Q14498,RBM39,HUMAN
1469,12572,sp|Q01844|EWS_HUMAN,1.49,112.55,2.37E+06,7.23E+06,8.68E+05,1.28E+07,1.81E+06,4.50E+06,1,3.04,0.37,5.37,0.76,1.89,4.80E+06,6.81E+06,3.15E+06,1,1.42,0.66,2.16,7,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,68478,RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1,0.48,2.74,2.16,0.70,Q01844,EWS,HUMAN
544,11946,sp|P22087|FBRL_HUMAN,1.79,110.1,1.90E+07,5.40E+07,7.98E+06,3.28E+07,1.68E+07,4.20E+07,1,2.84,0.42,1.73,0.89,2.21,3.65E+07,2.04E+07,2.94E+07,1,0.56,0.81,1.79,44,12,12,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,33784,rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2,0.47,2.38,0.69,1.79,P22087,FBRL,HUMAN
864,12346,sp|Q5JTH9|RRP12_HUMAN,0.66,101.3,2.56E+06,1.09E+07,8.87E+04,8.24E+06,2.35E+06,5.77E+06,1,4.26,0.03,3.22,0.92,2.25,6.73E+06,4.16E+06,4.06E+06,1,0.62,0.6,1.66,6,6,6,Carbamidomethylation; 13C(6) 15N(2) Silac label,143702,RRP12-like protein OS=Homo sapiens GN=RRP12 PE=1 SV=2,0.04,28.85,1.03,1.62,Q5JTH9,RRP12,HUMAN
901,11492,sp|Q96T51|RUFY1_HUMAN,7.38,119.29,6.87E+06,2.99E+07,5.42E+05,3.63E+06,4.52E+06,7.93E+06,1,4.35,0.08,0.53,0.66,1.15,1.84E+07,2.09E+06,6.23E+06,1,0.11,0.34,8.8,22,12,12,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,79818,RUN and FYVE domain-containing protein 1 OS=Homo sapiens GN=RUFY1 PE=1 SV=2,0.12,12.66,0.34,8.80,Q96T51,RUFY1,HUMAN
617,11241,sp|Q9Y230|RUVB2_HUMAN,2.16,174.19,2.16E+07,9.12E+07,4.40E+06,5.38E+07,2.31E+07,6.91E+07,1,4.22,0.2,2.49,1.07,3.2,5.64E+07,2.91E+07,4.61E+07,1,0.52,0.82,1.94,41,21,21,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,51157,RuvB-like 2 OS=Homo sapiens GN=RUVBL2 PE=1 SV=3,0.19,4.91,0.63,1.94,Q9Y230,RUVB2,HUMAN
1322,11823,sp|Q9NWH9|SLTM_HUMAN,2.19,121.68,1.68E+06,8.71E+06,6.89E+05,3.89E+06,1.40E+06,3.01E+06,1,5.18,0.41,2.31,0.83,1.79,5.20E+06,2.29E+06,2.20E+06,1,0.44,0.42,2.36,11,9,9,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,117149,SAFB-like transcription modulator OS=Homo sapiens GN=SLTM PE=1 SV=2,0.49,2.44,1.04,2.27,Q9NWH9,SLTM,HUMAN
1184,12232,sp|Q9Y6Y8|S23IP_HUMAN,1.41,100.92,3.33E+07,1.89E+07,1.09E+07,1.78E+07,3.24E+07,1.44E+07,1,0.57,0.33,0.54,0.97,0.43,2.61E+07,1.44E+07,2.34E+07,1,0.55,0.9,1.81,10,8,8,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,111076,SEC23-interacting protein OS=Homo sapiens GN=SEC23IP PE=1 SV=1,0.34,3.05,0.61,1.81,Q9Y6Y8,S23IP,HUMAN
2813,13029,sp|Q96FV2|SCRN2_HUMAN,2.59,43.67,2.12E+05,1.73E+06,0,7.52E+05,0,0,1,8.14,0,3.54,0,0,9.71E+05,3.76E+05,0,1,0.39,0,256,9,2,2,Carbamidomethylation,46597,Secernin-2 OS=Homo sapiens GN=SCRN2 PE=1 SV=3,#DIV/0!,#DIV/0!,#DIV/0!,2.58,Q96FV2,SCRN2,HUMAN
2668,13441,sp|O15126|SCAM1_HUMAN,2.74,47.76,1.83E+06,2.75E+06,8.64E+05,1.81E+06,0,0,1,1.51,0.47,0.99,0,0,2.29E+06,1.34E+06,0,1,0.58,0,256,12,2,2,,37920,Secretory carrier-associated membrane protein 1 OS=Homo sapiens GN=SCAMP1 PE=1 SV=2,#DIV/0!,2.11,#DIV/0!,1.71,O15126,SCAM1,HUMAN
2421,12664,sp|O14828|SCAM3_HUMAN,1.12,77.71,1.23E+06,4.77E+06,0,3.88E+06,5.01E+06,3.22E+06,1,3.88,0,3.15,4.06,2.61,3.00E+06,1.94E+06,4.11E+06,1,0.65,1.37,2.12,14,3,3,,38287,Secretory carrier-associated membrane protein 3 OS=Homo sapiens GN=SCAMP3 PE=1 SV=3,0.00,#DIV/0!,0.47,1.55,O14828,SCAM3,HUMAN
1047,11565,sp|Q9UHJ6|SHPK_HUMAN,2.06,128.74,1.22E+07,3.20E+07,3.90E+06,2.35E+07,5.42E+06,1.35E+07,1,2.61,0.32,1.92,0.44,1.1,2.21E+07,1.37E+07,9.45E+06,1,0.62,0.43,2.34,27,11,11,Carbamidomethylation; 13C(6) 15N(4) Silac label,51491,Sedoheptulokinase OS=Homo sapiens GN=SHPK PE=1 SV=3,0.72,3.14,1.45,1.62,Q9UHJ6,SHPK,HUMAN
923,11527,sp|P49903|SPS1_HUMAN,0.96,135.05,4.26E+06,3.20E+07,8.32E+05,2.12E+07,6.63E+06,2.05E+07,1,7.52,0.2,4.99,1.56,4.81,1.81E+07,1.10E+07,1.36E+07,1,0.61,0.75,1.64,44,10,10,Carbamidomethylation; 13C(6) 15N(4) Silac label,42911,Selenide  water dikinase 1 OS=Homo sapiens GN=SEPHS1 PE=1 SV=2,0.13,5.12,0.81,1.64,P49903,SPS1,HUMAN
1573,13682,sp|Q8IZQ5|SELH_HUMAN,5.45,71.72,2.32E+06,4.52E+06,7.31E+05,2.27E+06,2.22E+05,3.79E+05,1,1.95,0.32,0.98,0.1,0.16,3.42E+06,1.50E+06,3.00E+05,1,0.44,0.09,11.39,11,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,13453,Selenoprotein H OS=Homo sapiens GN=SELENOH PE=1 SV=2,3.30,3.17,4.99,2.28,Q8IZQ5,SELH,HUMAN
2354,12478,sp|O75326|SEM7A_HUMAN,6.56,59.82,2.33E+06,3.60E+06,7.78E+05,3.73E+06,0,0,1,1.55,0.33,1.6,0,0,2.96E+06,2.25E+06,0,1,0.76,0,256,6,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,74824,Semaphorin-7A OS=Homo sapiens GN=SEMA7A PE=1 SV=1,#DIV/0!,2.99,#DIV/0!,1.32,O75326,SEM7A,HUMAN
2561,13792,sp|Q9H4L4|SENP3_HUMAN,2.42,58.54,1.29E+07,8.33E+05,2.03E+05,1.17E+06,0,0,1,0.06,0.02,0.09,0,0,6.89E+06,6.89E+05,0,1,0.1,0,256,3,2,2,13C(6) 15N(4) Silac label,65010,Sentrin-specific protease 3 OS=Homo sapiens GN=SENP3 PE=1 SV=2,#DIV/0!,63.68,#DIV/0!,10.00,Q9H4L4,SENP3,HUMAN
910,12027,sp|P35270|SPRE_HUMAN,1.25,104.43,1.58E+07,3.88E+07,2.33E+06,3.17E+07,1.56E+07,2.97E+07,1,2.46,0.15,2.01,0.99,1.88,2.73E+07,1.70E+07,2.26E+07,1,0.62,0.83,1.6,28,5,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,28048,Sepiapterin reductase OS=Homo sapiens GN=SPR PE=1 SV=1,0.15,6.77,0.75,1.60,P35270,SPRE,HUMAN
1215,12285,sp|Q13501|SQSTM_HUMAN,7.33,104.07,6.36E+06,1.40E+06,2.72E+06,1.88E+06,5.13E+07,1.17E+07,1,0.22,0.43,0.3,8.07,1.84,3.88E+06,2.30E+06,3.15E+07,1,0.59,8.12,13.7,29,7,7,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,47687,Sequestosome-1 OS=Homo sapiens GN=SQSTM1 PE=1 SV=1,0.05,2.34,0.07,1.69,Q13501,SQSTM,HUMAN
1566,12929,sp|P83111|LACTB_HUMAN,0.64,67.31,1.30E+06,1.38E+07,0,9.02E+06,1.27E+06,1.08E+07,1,10.61,0,6.94,0.98,8.33,7.54E+06,4.51E+06,6.05E+06,1,0.6,0.8,1.67,14,4,4,Carbamidomethylation,60694,Serine beta-lactamase-like protein LACTB  mitochondrial OS=Homo sapiens GN=LACTB PE=1 SV=2,0.00,#DIV/0!,0.75,1.67,P83111,LACTB,HUMAN
2134,13407,sp|P34896|GLYC_HUMAN,4.15,75,1.59E+06,7.97E+06,3.71E+05,5.40E+06,4.78E+05,1.79E+06,1,5.02,0.23,3.4,0.3,1.13,4.78E+06,2.89E+06,1.13E+06,1,0.6,0.24,4.22,8,3,3,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,53083,Serine hydroxymethyltransferase  cytosolic OS=Homo sapiens GN=SHMT1 PE=1 SV=1,0.78,4.28,2.54,1.66,P34896,GLYC,HUMAN
1841,13631,sp|O43464|HTRA2_HUMAN,1.41,64.12,5.47E+05,1.20E+06,0,4.42E+06,6.35E+05,6.17E+06,1,2.19,0,8.09,1.16,11.28,8.71E+05,2.21E+06,3.40E+06,1,2.54,3.9,3.9,11,3,3,,48841,Serine protease HTRA2  mitochondrial OS=Homo sapiens GN=HTRA2 PE=1 SV=2,0.00,#DIV/0!,0.65,0.39,O43464,HTRA2,HUMAN
1597,13044,sp|Q9GZT4|SRR_HUMAN,3.61,63.37,4.78E+05,6.31E+05,6.35E+04,1.83E+06,1.70E+06,3.30E+06,1,1.32,0.13,3.82,3.55,6.91,5.55E+05,9.44E+05,2.50E+06,1,1.7,4.51,4.51,19,4,4,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,36566,Serine racemase OS=Homo sapiens GN=SRR PE=1 SV=1,0.04,7.52,0.38,0.59,Q9GZT4,SRR,HUMAN
794,12153,sp|Q08170|SRSF4_HUMAN,3.77,93.91,2.41E+06,6.29E+06,1.15E+06,5.11E+06,8.04E+06,2.03E+07,1,2.61,0.48,2.13,3.34,8.45,4.35E+06,3.13E+06,1.42E+07,1,0.72,3.26,4.53,10,8,5,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,56678,Serine/arginine-rich splicing factor 4 OS=Homo sapiens GN=SRSF4 PE=1 SV=2,0.14,2.10,0.22,1.39,Q08170,SRSF4,HUMAN
1390,12402,sp|Q13242|SRSF9_HUMAN,2.33,80.21,3.82E+06,2.02E+06,1.82E+06,7.55E+05,6.25E+06,1.96E+06,1,0.53,0.48,0.2,1.64,0.51,2.92E+06,1.29E+06,4.11E+06,1,0.44,1.41,3.19,41,10,9,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,25542,Serine/arginine-rich splicing factor 9 OS=Homo sapiens GN=SRSF9 PE=1 SV=1,0.29,2.10,0.31,2.27,Q13242,SRSF9,HUMAN
1701,12739,sp|O94804|STK10_HUMAN,0.72,93.54,2.45E+06,9.99E+05,6.29E+05,2.02E+06,7.02E+05,1.31E+06,1,0.41,0.26,0.83,0.29,0.53,1.72E+06,1.33E+06,1.00E+06,1,0.77,0.58,1.72,10,8,7,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,112135,Serine/threonine-protein kinase 10 OS=Homo sapiens GN=STK10 PE=1 SV=1,0.90,3.89,1.32,1.30,O94804,STK10,HUMAN
1019,11812,sp|Q9Y5S2|MRCKB_HUMAN,1.37,122.72,3.51E+06,3.94E+06,1.15E+06,4.96E+06,1.18E+06,2.76E+06,1,1.12,0.33,1.41,0.34,0.79,3.73E+06,3.05E+06,1.97E+06,1,0.82,0.53,1.89,5,10,7,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,194314,Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2,0.98,3.05,1.55,1.22,Q9Y5S2,MRCKB,HUMAN
2338,13387,sp|P42345|MTOR_HUMAN,3.5,69.51,9.25E+04,9.33E+05,0,5.44E+06,1.55E+05,1.82E+05,1,10.09,0,58.82,1.68,1.97,5.13E+05,2.72E+06,1.69E+05,1,5.3,0.33,16.12,3,4,4,Deamidation (NQ),288890,Serine/threonine-protein kinase mTOR OS=Homo sapiens GN=MTOR PE=1 SV=1,0.00,#DIV/0!,16.12,0.19,P42345,MTOR,HUMAN
2065,12672,sp|Q8TD19|NEK9_HUMAN,5.27,62.87,1.69E+06,4.27E+06,4.55E+04,7.88E+05,1.96E+06,2.65E+07,1,2.53,0.03,0.47,1.16,15.66,2.98E+06,4.17E+05,1.42E+07,1,0.14,4.77,34.09,5,3,3,13C(6) 15N(4) Silac label,107168,Serine/threonine-protein kinase Nek9 OS=Homo sapiens GN=NEK9 PE=1 SV=2,0.02,37.10,0.03,7.15,Q8TD19,NEK9,HUMAN
383,11286,sp|Q13177|PAK2_HUMAN,1.32,166.11,2.89E+07,9.06E+07,1.26E+07,8.60E+07,5.27E+07,1.05E+08,1,3.13,0.44,2.97,1.82,3.64,5.97E+07,4.93E+07,7.90E+07,1,0.83,1.32,1.6,40,20,16,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,58043,Serine/threonine-protein kinase PAK 2 OS=Homo sapiens GN=PAK2 PE=1 SV=3,0.24,2.29,0.62,1.21,Q13177,PAK2,HUMAN
2107,13608,sp|Q9UHD2|TBK1_HUMAN,2.32,68.12,1.00E+06,3.66E+06,4.38E+04,8.76E+05,0,0,1,3.65,0.04,0.87,0,0,2.33E+06,4.60E+05,0,1,0.2,0,256,4,2,2,13C(6) 15N(4) Silac label,83642,Serine/threonine-protein kinase TBK1 OS=Homo sapiens GN=TBK1 PE=1 SV=1,#DIV/0!,22.89,#DIV/0!,5.06,Q9UHD2,TBK1,HUMAN
1364,11947,sp|P63151|2ABA_HUMAN,1.83,104.89,6.25E+06,1.06E+07,1.48E+06,6.67E+06,2.83E+06,5.16E+06,1,1.7,0.24,1.07,0.45,0.83,8.45E+06,4.08E+06,3.99E+06,1,0.48,0.47,2.12,28,8,8,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,51692,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Homo sapiens GN=PPP2R2A PE=1 SV=1,0.52,4.21,1.02,2.07,P63151,2ABA,HUMAN
1619,12783,sp|Q14738|2A5D_HUMAN,2.18,60.95,1.82E+06,1.31E+07,3.15E+05,6.29E+06,1.56E+06,3.37E+06,1,7.17,0.17,3.45,0.86,1.85,7.44E+06,3.30E+06,2.47E+06,1,0.44,0.33,3.02,8,3,3,,69992,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D PE=1 SV=1,0.20,5.79,1.34,2.25,Q14738,2A5D,HUMAN
1985,12470,sp|Q8TF05|PP4R1_HUMAN,1.24,78.53,7.10E+05,2.07E+06,3.17E+05,1.28E+06,2.47E+05,6.12E+05,1,2.92,0.45,1.8,0.35,0.86,1.39E+06,7.96E+05,4.30E+05,1,0.57,0.31,3.23,5,4,4,Carbamidomethylation; 13C(6) 15N(4) Silac label,107004,Serine/threonine-protein phosphatase 4 regulatory subunit 1 OS=Homo sapiens GN=PPP4R1 PE=1 SV=1,1.28,2.24,1.85,1.74,Q8TF05,PP4R1,HUMAN
1821,13354,sp|O00743|PPP6_HUMAN,1.51,59.46,6.65E+06,1.98E+07,2.52E+06,1.04E+07,5.87E+06,1.03E+07,1,2.98,0.38,1.56,0.88,1.55,1.32E+07,6.44E+06,8.08E+06,1,0.49,0.61,2.06,7,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,35144,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens GN=PPP6C PE=1 SV=1,0.43,2.64,0.80,2.05,O00743,PPP6,HUMAN
1759,12628,sp|Q9UPN7|PP6R1_HUMAN,1.95,83.75,1.76E+06,1.09E+07,5.65E+05,6.71E+06,1.59E+06,3.34E+06,1,6.18,0.32,3.81,0.9,1.9,6.32E+06,3.64E+06,2.46E+06,1,0.58,0.39,2.57,14,5,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,96724,Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Homo sapiens GN=PPP6R1 PE=1 SV=5,0.36,3.11,1.48,1.74,Q9UPN7,PP6R1,HUMAN
971,12182,sp|P62140|PP1B_HUMAN,0.57,116.02,1.79E+07,1.27E+07,8.73E+06,1.47E+07,1.23E+07,1.01E+07,1,0.71,0.49,0.82,0.69,0.56,1.53E+07,1.17E+07,1.12E+07,1,0.76,0.73,1.37,13,8,4,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,37187,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3,0.71,2.05,1.04,1.31,P62140,PP1B,HUMAN
220,11635,sp|P02768|ALBU_HUMAN,5.82,155.23,1.89E+06,5.82E+09,8.13E+05,3.21E+09,4.46E+05,2.97E+09,1,256,0.43,256,0.24,256,2.91E+09,1.60E+09,1.48E+09,1,0.55,0.51,1.96,16,13,13,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label,69367,Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2,1.82,2.33,1.08,1.81,P02768,ALBU,HUMAN
1987,13250,sp|Q6GMV2|SMYD5_HUMAN,1.2,94.24,7.57E+04,9.11E+05,1.08E+04,1.44E+06,7.64E+05,1.19E+06,1,12.03,0.14,19.01,10.09,15.68,4.93E+05,7.25E+05,9.76E+05,1,1.47,1.98,1.98,18,5,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,47341,SET and MYND domain-containing protein 5 OS=Homo sapiens GN=SMYD5 PE=1 SV=2,0.01,7.04,0.74,0.68,Q6GMV2,SMYD5,HUMAN
1654,14255,sp|Q9H788|SH24A_HUMAN,0.92,40.9,1.80E+06,1.40E+06,7.86E+05,2.66E+06,2.34E+06,4.92E+06,1,0.78,0.44,1.48,1.3,2.73,1.60E+06,1.73E+06,3.63E+06,1,1.08,2.27,2.27,8,2,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,52727,SH2 domain-containing protein 4A OS=Homo sapiens GN=SH2D4A PE=1 SV=1,0.34,2.29,0.48,0.93,Q9H788,SH24A,HUMAN
1256,13423,sp|O75368|SH3L1_HUMAN,4.44,85.77,9.11E+06,1.45E+07,2.32E+06,3.33E+06,2.12E+06,2.57E+06,1,1.59,0.25,0.37,0.23,0.28,1.18E+07,2.82E+06,2.35E+06,1,0.24,0.2,5.03,34,3,3,13C(6) 15N(2) Silac label,12774,SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens GN=SH3BGRL PE=1 SV=1,1.09,3.93,1.20,4.19,O75368,SH3L1,HUMAN
666,11555,sp|Q9NR45|SIAS_HUMAN,0.53,136.92,3.22E+07,6.14E+07,1.51E+07,6.13E+07,3.06E+07,5.89E+07,1,1.91,0.47,1.9,0.95,1.83,4.68E+07,3.82E+07,4.47E+07,1,0.82,0.96,1.22,44,14,14,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,40308,Sialic acid synthase OS=Homo sapiens GN=NANS PE=1 SV=2,0.49,2.13,0.85,1.22,Q9NR45,SIAS,HUMAN
1889,12547,sp|P61011|SRP54_HUMAN,2.63,89.73,2.70E+08,1.06E+07,2.21E+06,3.39E+06,1.59E+06,2.41E+06,1,0.04,0.01,0.01,0.01,0.01,1.41E+08,2.80E+06,2.00E+06,1,0.02,0.01,70.32,12,6,6,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,55705,Signal recognition particle 54 kDa protein OS=Homo sapiens GN=SRP54 PE=1 SV=1,1.39,122.57,1.40,50.19,P61011,SRP54,HUMAN
1880,12480,sp|O76094|SRP72_HUMAN,2.31,79.15,8.91E+05,1.02E+07,1.94E+05,5.82E+06,6.09E+05,3.84E+06,1,11.42,0.22,6.53,0.68,4.3,5.54E+06,3.01E+06,2.22E+06,1,0.54,0.4,2.49,14,6,6,Carbamidomethylation; Deamidation (NQ),74606,Signal recognition particle subunit SRP72 OS=Homo sapiens GN=SRP72 PE=1 SV=3,0.32,4.59,1.35,1.84,O76094,SRP72,HUMAN
2097,12290,sp|P42224|STAT1_HUMAN,1.61,88.96,1.68E+06,5.21E+06,8.05E+05,2.24E+06,2.15E+06,3.44E+06,1,3.1,0.48,1.33,1.28,2.04,3.45E+06,1.52E+06,2.80E+06,1,0.44,0.81,2.27,10,5,5,Deamidation (NQ); 13C(6) 15N(4) Silac label,87335,Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 PE=1 SV=2,0.37,2.09,0.54,2.27,P42224,STAT1,HUMAN
2321,12840,sp|Q29RF7|PDS5A_HUMAN,5.99,72.44,4.85E+05,1.39E+06,4.01E+04,2.47E+05,0,0,1,2.87,0.08,0.51,0,0,9.39E+05,1.44E+05,0,1,0.15,0,256,5,3,3,13C(6) 15N(4) Silac label,150830,Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens GN=PDS5A PE=1 SV=1,#DIV/0!,12.11,#DIV/0!,6.53,Q29RF7,PDS5A,HUMAN
1394,12407,sp|O60232|SSA27_HUMAN,1.72,82.62,5.98E+06,1.74E+07,2.60E+06,1.52E+07,1.70E+07,1.90E+07,1,2.92,0.43,2.55,2.85,3.17,1.17E+07,8.91E+06,1.80E+07,1,0.76,1.54,2.02,57,5,5,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,21474,Sjoegren syndrome/scleroderma autoantigen 1 OS=Homo sapiens GN=SSSCA1 PE=1 SV=1,0.15,2.30,0.49,1.31,O60232,SSA27,HUMAN
1426,11873,sp|Q9P270|SLAI2_HUMAN,4.91,124.39,3.61E+06,1.12E+07,8.69E+05,1.71E+06,3.54E+06,3.81E+06,1,3.08,0.24,0.47,0.98,1.05,7.38E+06,1.29E+06,3.67E+06,1,0.17,0.5,5.72,20,8,8,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,62543,SLAIN motif-containing protein 2 OS=Homo sapiens GN=SLAIN2 PE=1 SV=2,0.25,4.16,0.35,5.72,Q9P270,SLAI2,HUMAN
1813,12527,sp|O95295|SNAPN_HUMAN,1.04,104.17,7.43E+06,5.34E+06,9.00E+05,5.41E+06,3.23E+06,7.65E+06,1,0.72,0.12,0.73,0.43,1.03,6.38E+06,3.15E+06,5.44E+06,1,0.49,0.85,2.02,30,3,3,Carbamidomethylation,14874,SNARE-associated protein Snapin OS=Homo sapiens GN=SNAPIN PE=1 SV=1,0.28,8.25,0.58,2.02,O95295,SNAPN,HUMAN
824,11741,sp|P30626|SORCN_HUMAN,0.92,148.93,1.47E+07,6.74E+07,6.46E+06,6.18E+07,1.47E+07,4.41E+07,1,4.57,0.44,4.19,0.99,2.99,4.11E+07,3.41E+07,2.94E+07,1,0.83,0.72,1.4,66,13,13,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,21676,Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1,0.44,2.28,1.16,1.20,P30626,SORCN,HUMAN
