"","ensembl_transcript_short","UTR_ID","alternative_UTR","ensembl_transcript_id","gene_id","V1","V4","V5","V7","hgnc_symbol","ensembl_gene_id"
"3460","ENST00000591349","utr_244037","alternative_5_UTR","ENST00000591349.5","GIPC1-006","chr19",14480776,14480778,"-","GIPC1","ENSG00000123159"
"3461","ENST00000591740","utr_223825","alternative_5_UTR","ENST00000591740.5","GRN-011","chr17",44345302,44345334,"+","GRN","ENSG00000030582"
"3462","ENST00000591740","utr_223826","alternative_5_UTR","ENST00000591740.5","GRN-011","chr17",44346089,44346228,"+","GRN","ENSG00000030582"
"3463","ENST00000591740","utr_223827","alternative_5_UTR","ENST00000591740.5","GRN-011","chr17",44349158,44349164,"+","GRN","ENSG00000030582"
"3464","ENST00000591779","utr_222819","","ENST00000591779.5","COASY-010","chr17",42562148,42562219,"+","COASY","ENSG00000068120"
"3465","ENST00000591779","utr_222820","","ENST00000591779.5","COASY-010","chr17",42562933,42563322,"+","COASY","ENSG00000068120"
"3466","ENST00000591779","utr_222821","","ENST00000591779.5","COASY-010","chr17",42563961,42564145,"+","COASY","ENSG00000068120"
"3467","ENST00000591792","utr_237154","","ENST00000591792.1","MALT1-004","chr18",58672207,58672336,"+","MALT1","ENSG00000172175"
"3468","ENST00000591792","utr_237155","","ENST00000591792.1","MALT1-004","chr18",58681170,58681245,"+","MALT1","ENSG00000172175"
"3469","ENST00000591816","utr_235121","","ENST00000591816.5","DTNA-022","chr18",34593318,34593538,"+","DTNA","ENSG00000134769"
"3470","ENST00000591816","utr_235122","","ENST00000591816.5","DTNA-022","chr18",34679468,34679592,"+","DTNA","ENSG00000134769"
"3471","ENST00000591816","utr_235123","","ENST00000591816.5","DTNA-022","chr18",34708174,34708226,"+","DTNA","ENSG00000134769"
"3472","ENST00000591816","utr_235124","","ENST00000591816.5","DTNA-022","chr18",34755976,34756009,"+","DTNA","ENSG00000134769"
"3473","ENST00000592169","utr_223136","","ENST00000592169.2","PSME3-012","chr17",42833496,42833631,"+","PSME3","ENSG00000131467"
"3474","ENST00000592515","utr_240160","","ENST00000592515.1","UBXN6-010","chr19",4455425,4455438,"-","UBXN6","ENSG00000167671"
"3475","ENST00000592783","utr_223828","alternative_5_UTR","ENST00000592783.5","GRN-010","chr17",44345302,44345334,"+","GRN","ENSG00000030582"
"3476","ENST00000592783","utr_223829","alternative_5_UTR","ENST00000592783.5","GRN-010","chr17",44345531,44345605,"+","GRN","ENSG00000030582"
"3477","ENST00000592783","utr_223830","alternative_5_UTR","ENST00000592783.5","GRN-010","chr17",44349158,44349164,"+","GRN","ENSG00000030582"
"3478","ENST00000593066","utr_242070","","ENST00000593066.5","EIF3G-011","chr19",10119860,10119869,"-","EIF3G","ENSG00000130811"
"3479","ENST00000593095","utr_242076","","ENST00000593095.5","EIF3G-007","chr19",10119860,10119918,"-","EIF3G","ENSG00000130811"
"3480","ENST00000593167","utr_223818","alternative_5_UTR","ENST00000593167.5","GRN-008","chr17",44345298,44345334,"+","GRN","ENSG00000030582"
"3481","ENST00000593167","utr_223819","alternative_5_UTR","ENST00000593167.5","GRN-008","chr17",44345610,44345741,"+","GRN","ENSG00000030582"
"3482","ENST00000593167","utr_223820","alternative_5_UTR","ENST00000593167.5","GRN-008","chr17",44346089,44346228,"+","GRN","ENSG00000030582"
"3483","ENST00000593167","utr_223821","alternative_5_UTR","ENST00000593167.5","GRN-008","chr17",44349158,44349164,"+","GRN","ENSG00000030582"
"3484","ENST00000593593","utr_245251","","ENST00000593593.5","MAP1S-013","chr19",17720164,17720356,"+","MAP1S","ENSG00000130479"
"3485","ENST00000593827","utr_245861","","ENST00000593827.1","COPE-008","chr19",18919349,18919377,"-","COPE","ENSG00000105669"
"3486","ENST00000593946","utr_254676","","ENST00000593946.5","PNKP-005","chr19",49867205,49867234,"-","PNKP","ENSG00000039650"
"3487","ENST00000594107","utr_251411","","ENST00000594107.1","XRCC1-003","chr19",43575459,43575527,"-","XRCC1","ENSG00000073050"
"3488","ENST00000594144","utr_252952","alternative_5_UTR","ENST00000594144.5","SAE1-008","chr19",47113274,47113353,"+","SAE1","ENSG00000142230"
"3489","ENST00000594144","utr_252953","alternative_5_UTR","ENST00000594144.5","SAE1-008","chr19",47135528,47135605,"+","SAE1","ENSG00000142230"
"3490","ENST00000594144","utr_252954","alternative_5_UTR","ENST00000594144.5","SAE1-008","chr19",47143494,47143587,"+","SAE1","ENSG00000142230"
"3491","ENST00000594212","utr_245239","","ENST00000594212.5","MAP1S-002","chr19",17719480,17719502,"+","MAP1S","ENSG00000130479"
"3492","ENST00000594365","utr_245246","","ENST00000594365.5","MAP1S-012","chr19",17720161,17720356,"+","MAP1S","ENSG00000130479"
"3493","ENST00000594526","utr_252955","","ENST00000594526.5","SAE1-009","chr19",47113441,47113525,"+","SAE1","ENSG00000142230"
"3494","ENST00000594526","utr_252956","","ENST00000594526.5","SAE1-009","chr19",47125096,47125330,"+","SAE1","ENSG00000142230"
"3495","ENST00000594526","utr_252957","","ENST00000594526.5","SAE1-009","chr19",47143494,47143587,"+","SAE1","ENSG00000142230"
"3496","ENST00000594625","utr_245232","","ENST00000594625.5","MAP1S-004","chr19",17719242,17719257,"+","MAP1S","ENSG00000130479"
"3497","ENST00000595022","utr_235146","","ENST00000595022.5","DTNA-026","chr18",34593365,34593538,"+","DTNA","ENSG00000134769"
"3498","ENST00000595022","utr_235147","","ENST00000595022.5","DTNA-026","chr18",34679468,34679592,"+","DTNA","ENSG00000134769"
"3499","ENST00000595022","utr_235148","","ENST00000595022.5","DTNA-026","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"3500","ENST00000595564","utr_249832","","ENST00000595564.5","PAF1-003","chr19",39390865,39391154,"-","PAF1","ENSG00000006712"
"3501","ENST00000596014","utr_254700","alternative_5_UTR","ENST00000596014.5","PNKP-004","chr19",49867205,49867286,"-","PNKP","ENSG00000039650"
"3502","ENST00000596288","utr_90401","","ENST00000596288.5","MCM3-001","chr6",52284810,52284837,"-","MCM3","ENSG00000112118"
"3503","ENST00000596637","utr_245255","","ENST00000596637.5","MAP1S-014","chr19",17720191,17720356,"+","MAP1S","ENSG00000130479"
"3504","ENST00000596726","utr_254720","alternative_5_UTR","ENST00000596726.3","PNKP-008","chr19",49867495,49867588,"-","PNKP","ENSG00000039650"
"3505","ENST00000596726","utr_254721","alternative_5_UTR","ENST00000596726.3","PNKP-008","chr19",49867205,49867217,"-","PNKP","ENSG00000039650"
"3506","ENST00000596745","utr_235107","","ENST00000596745.5","DTNA-024","chr18",34493304,34493514,"+","DTNA","ENSG00000134769"
"3507","ENST00000596745","utr_235108","","ENST00000596745.5","DTNA-024","chr18",34679468,34679592,"+","DTNA","ENSG00000134769"
"3508","ENST00000596745","utr_235109","","ENST00000596745.5","DTNA-024","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"3509","ENST00000596983","utr_90408","","ENST00000596983.1","MCM3-005","chr6",52284810,52284881,"-","MCM3","ENSG00000112118"
"3510","ENST00000596995","utr_252974","","ENST00000596995.1","SAE1-007","chr19",47130889,47130930,"+","SAE1","ENSG00000142230"
"3511","ENST00000597599","utr_235164","","ENST00000597599.5","DTNA-029","chr18",34710297,34710445,"+","DTNA","ENSG00000134769"
"3512","ENST00000597599","utr_235165","","ENST00000597599.5","DTNA-029","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"3513","ENST00000597674","utr_235184","","ENST00000597674.5","DTNA-033","chr18",34818392,34818647,"+","DTNA","ENSG00000134769"
"3514","ENST00000597674","utr_235185","","ENST00000597674.5","DTNA-033","chr18",34820791,34820868,"+","DTNA","ENSG00000134769"
"3515","ENST00000597735","utr_245243","","ENST00000597735.5","MAP1S-006","chr19",17719480,17719502,"+","MAP1S","ENSG00000130479"
"3516","ENST00000597808","utr_252958","alternative_5_UTR","ENST00000597808.5","SAE1-011","chr19",47130782,47130858,"+","SAE1","ENSG00000142230"
"3517","ENST00000597808","utr_252959","alternative_5_UTR","ENST00000597808.5","SAE1-011","chr19",47143494,47143587,"+","SAE1","ENSG00000142230"
"3518","ENST00000598020","utr_254722","alternative_5_UTR","ENST00000598020.3","PNKP-010","chr19",49867469,49867533,"-","PNKP","ENSG00000039650"
"3519","ENST00000598020","utr_254723","alternative_5_UTR","ENST00000598020.3","PNKP-010","chr19",49867205,49867217,"-","PNKP","ENSG00000039650"
"3520","ENST00000598142","utr_235154","","ENST00000598142.5","DTNA-028","chr18",34679537,34679592,"+","DTNA","ENSG00000134769"
"3521","ENST00000598142","utr_235155","","ENST00000598142.5","DTNA-028","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"3522","ENST00000598165","utr_251410","","ENST00000598165.5","XRCC1-008","chr19",43580437,43580473,"-","XRCC1","ENSG00000073050"
"3523","ENST00000598324","utr_251429","alternative_5_UTR","ENST00000598324.1","IRGQ-002","chr19",43595982,43596135,"-","IRGQ","ENSG00000167378"
"3524","ENST00000598324","utr_251430","alternative_5_UTR","ENST00000598324.1","IRGQ-002","chr19",43595339,43595340,"-","IRGQ","ENSG00000167378"
"3525","ENST00000598334","utr_235129","","ENST00000598334.5","DTNA-025","chr18",34593339,34593538,"+","DTNA","ENSG00000134769"
"3526","ENST00000598334","utr_235130","","ENST00000598334.5","DTNA-025","chr18",34679468,34679592,"+","DTNA","ENSG00000134769"
"3527","ENST00000598334","utr_235131","","ENST00000598334.5","DTNA-025","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"3528","ENST00000598774","utr_235151","","ENST00000598774.5","DTNA-027","chr18",34679537,34679592,"+","DTNA","ENSG00000134769"
"3529","ENST00000598774","utr_235152","","ENST00000598774.5","DTNA-027","chr18",34755976,34755976,"+","DTNA","ENSG00000134769"
"3530","ENST00000598840","utr_252964","","ENST00000598840.5","SAE1-005","chr19",47130838,47130930,"+","SAE1","ENSG00000142230"
"3531","ENST00000599543","utr_254718","alternative_5_UTR","ENST00000599543.3","PNKP-007","chr19",49867679,49867909,"-","PNKP","ENSG00000039650"
"3532","ENST00000599543","utr_254719","alternative_5_UTR","ENST00000599543.3","PNKP-007","chr19",49867205,49867217,"-","PNKP","ENSG00000039650"
"3533","ENST00000599844","utr_235191","","ENST00000599844.5","DTNA-034","chr18",34818448,34818647,"+","DTNA","ENSG00000134769"
"3534","ENST00000599844","utr_235192","","ENST00000599844.5","DTNA-034","chr18",34820791,34820868,"+","DTNA","ENSG00000134769"
"3535","ENST00000599883","utr_244337","","ENST00000599883.1","AKAP8-005","chr19",15379732,15379798,"-","AKAP8","ENSG00000105127"
"3536","ENST00000600186","utr_245238","","ENST00000600186.5","MAP1S-005","chr19",17719480,17719502,"+","MAP1S","ENSG00000130479"
"3537","ENST00000600573","utr_254702","","ENST00000600573.5","PNKP-002","chr19",49867469,49867576,"-","PNKP","ENSG00000039650"
"3538","ENST00000600573","utr_254703","","ENST00000600573.5","PNKP-002","chr19",49867205,49867217,"-","PNKP","ENSG00000039650"
"3539","ENST00000600608","utr_245235","","ENST00000600608.5","MAP1S-007","chr19",17719480,17719502,"+","MAP1S","ENSG00000130479"
"3540","ENST00000600706","utr_252962","","ENST00000600706.5","SAE1-010","chr19",47130830,47130858,"+","SAE1","ENSG00000142230"
"3541","ENST00000600706","utr_252963","","ENST00000600706.5","SAE1-010","chr19",47142511,47142609,"+","SAE1","ENSG00000142230"
"3542","ENST00000600753","utr_252970","","ENST00000600753.1","SAE1-012","chr19",47130861,47131028,"+","SAE1","ENSG00000142230"
"3543","ENST00000600753","utr_252971","","ENST00000600753.1","SAE1-012","chr19",47150202,47150303,"+","SAE1","ENSG00000142230"
"3544","ENST00000600910","utr_254692","","ENST00000600910.5","PNKP-003","chr19",49867469,49867555,"-","PNKP","ENSG00000039650"
"3545","ENST00000600910","utr_254693","","ENST00000600910.5","PNKP-003","chr19",49867205,49867217,"-","PNKP","ENSG00000039650"
"3546","ENST00000600932","utr_245857","","ENST00000600932.5","COPE-004","chr19",18919349,18919380,"-","COPE","ENSG00000105669"
"3547","ENST00000601125","utr_235172","","ENST00000601125.5","DTNA-030","chr18",34817962,34818330,"+","DTNA","ENSG00000134769"
"3548","ENST00000601125","utr_235173","","ENST00000601125.5","DTNA-030","chr18",34820791,34820868,"+","DTNA","ENSG00000134769"
"3549","ENST00000602269","utr_251427","","ENST00000602269.1","IRGQ-001","chr19",43595339,43595524,"-","IRGQ","ENSG00000167378"
"3550","ENST00000602389","utr_130053","","ENST00000602389.1","RSU1-201","chr10",16817315,16817454,"-","RSU1","ENSG00000148484"
"3551","ENST00000602389","utr_130054","","ENST00000602389.1","RSU1-201","chr10",16782035,16782084,"-","RSU1","ENSG00000148484"
"3552","ENST00000602748","utr_108361","alternative_3_UTR","ENST00000602748.5","CUL1-003","chr7",148698645,148698763,"+","CUL1","ENSG00000055130"
"3553","ENST00000602748","utr_108362","alternative_3_UTR","ENST00000602748.5","CUL1-003","chr7",148729962,148730122,"+","CUL1","ENSG00000055130"
"3554","ENST00000603011","utr_133192","","ENST00000603011.5","MICU1-006","chr10",72626010,72626078,"-","MICU1","ENSG00000107745"
"3555","ENST00000603011","utr_133193","","ENST00000603011.5","MICU1-006","chr10",72566692,72566759,"-","MICU1","ENSG00000107745"
"3556","ENST00000603963","utr_171765","","ENST00000603963.1","SRSF9-006","chr12",120469610,120469639,"-","SRSF9","ENSG00000111786"
"3557","ENST00000604238","utr_133190","","ENST00000604238.2","MICU1-010","chr10",72626010,72626111,"-","MICU1","ENSG00000107745"
"3558","ENST00000604238","utr_133191","","ENST00000604238.2","MICU1-010","chr10",72566794,72566794,"-","MICU1","ENSG00000107745"
"3559","ENST00000605204","utr_4687","","ENST00000605204.1","SRSF4-007","chr1",29181753,29181890,"-","SRSF4","ENSG00000116350"
"3560","ENST00000606202","utr_95214","","ENST00000606202.1","TAB2-007","chr6",149218641,149218776,"+","TAB2","ENSG00000055208"
"3561","ENST00000606202","utr_95215","","ENST00000606202.1","TAB2-007","chr6",149378018,149378137,"+","TAB2","ENSG00000055208"
"3562","ENST00000606445","utr_72499","alternative_5_UTR","ENST00000606445.1","BASP1-003","chr5",17065598,17065700,"+","BASP1","ENSG00000176788"
"3563","ENST00000606445","utr_72500","alternative_5_UTR","ENST00000606445.1","BASP1-003","chr5",17089073,17089161,"+","BASP1","ENSG00000176788"
"3564","ENST00000606445","utr_72501","alternative_5_UTR","ENST00000606445.1","BASP1-003","chr5",17212120,17212182,"+","BASP1","ENSG00000176788"
"3565","ENST00000606445","utr_72502","alternative_5_UTR","ENST00000606445.1","BASP1-003","chr5",17275208,17275216,"+","BASP1","ENSG00000176788"
"3566","ENST00000606499","utr_26672","","ENST00000606499.1","MSH6-008","chr2",47695819,47696097,"+","MSH6","ENSG00000116062"
"3567","ENST00000606499","utr_26673","","ENST00000606499.1","MSH6-008","chr2",47708183,47708430,"+","MSH6","ENSG00000116062"
"3568","ENST00000606499","utr_26674","","ENST00000606499.1","MSH6-008","chr2",47737391,47737506,"+","MSH6","ENSG00000116062"
"3569","ENST00000606499","utr_26675","","ENST00000606499.1","MSH6-008","chr2",47790927,47790963,"+","MSH6","ENSG00000116062"
"3570","ENST00000606797","utr_95222","","ENST00000606797.5","TAB2-006","chr6",149321052,149321390,"+","TAB2","ENSG00000055208"
"3571","ENST00000606797","utr_95223","","ENST00000606797.5","TAB2-006","chr6",149342685,149342833,"+","TAB2","ENSG00000055208"
"3572","ENST00000606797","utr_95224","","ENST00000606797.5","TAB2-006","chr6",149369909,149369997,"+","TAB2","ENSG00000055208"
"3573","ENST00000608284","utr_93475","","ENST00000608284.1","HDDC2-005","chr6",125301933,125302078,"-","HDDC2","ENSG00000111906"
"3574","ENST00000608295","utr_93469","","ENST00000608295.5","HDDC2-004","chr6",125301933,125301937,"-","HDDC2","ENSG00000111906"
"3575","ENST00000608739","utr_128197","alternative_5_UTR","ENST00000608739.5","WDR5-003","chr9",134135377,134135441,"+","WDR5","ENSG00000196363"
"3576","ENST00000608739","utr_128198","alternative_5_UTR","ENST00000608739.5","WDR5-003","chr9",134135679,134135842,"+","WDR5","ENSG00000196363"
"3577","ENST00000608739","utr_128199","alternative_5_UTR","ENST00000608739.5","WDR5-003","chr9",134139820,134139877,"+","WDR5","ENSG00000196363"
"3578","ENST00000608937","utr_128195","alternative_5_UTR","ENST00000608937.5","WDR5-002","chr9",134135365,134135842,"+","WDR5","ENSG00000196363"
"3579","ENST00000608937","utr_128196","alternative_5_UTR","ENST00000608937.5","WDR5-002","chr9",134139820,134139877,"+","WDR5","ENSG00000196363"
"3580","ENST00000609145","utr_247147","","ENST00000609145.5","PEPD-014","chr19",33493290,33493420,"-","PEPD","ENSG00000124299"
"3581","ENST00000609145","utr_247148","","ENST00000609145.5","PEPD-014","chr19",33489996,33490057,"-","PEPD","ENSG00000124299"
"3582","ENST00000609145","utr_247149","","ENST00000609145.5","PEPD-014","chr19",33478046,33478090,"-","PEPD","ENSG00000124299"
"3583","ENST00000609145","utr_247150","","ENST00000609145.5","PEPD-014","chr19",33464044,33464062,"-","PEPD","ENSG00000124299"
"3584","ENST00000609477","utr_93460","","ENST00000609477.5","HDDC2-009","chr6",125301933,125301958,"-","HDDC2","ENSG00000111906"
"3585","ENST00000610726","utr_12490","","ENST00000610726.4","CSDE1-201","chr1",114757925,114758050,"-","CSDE1","ENSG00000009307"
"3586","ENST00000610726","utr_12491","","ENST00000610726.4","CSDE1-201","chr1",114749821,114750207,"-","CSDE1","ENSG00000009307"
"3587","ENST00000610726","utr_12492","","ENST00000610726.4","CSDE1-201","chr1",114741665,114741673,"-","CSDE1","ENSG00000009307"
"3588","ENST00000610733","utr_193060","","ENST00000610733.1","TPM1-034","chr15",63042687,63042829,"+","TPM1","ENSG00000140416"
"3589","ENST00000611035","utr_286146","","ENST00000611035.3","UBR7-201","KI270847.1",321618,321947,"+","UBR7","ENSG00000278787"
"3590","ENST00000611208","utr_42799","","ENST00000611208.4","ARL8B-201","chr3",5122245,5122465,"+","ARL8B","ENSG00000134108"
"3591","ENST00000611398","utr_287929","","ENST00000611398.3","NSF-001","GL000258.2",1576739,1576845,"+","NSF","ENSG00000278174"
"3592","ENST00000611426","utr_123356","","ENST00000611426.4","CBWD3-007","chr9",68241913,68242031,"+","CBWD3","ENSG00000196873"
"3593","ENST00000611528","utr_305055","","ENST00000611528.2","SCRIB-003","KI270816.1",291879,292015,"-","SCRIB","ENSG00000274287"
"3594","ENST00000611528","utr_305056","","ENST00000611528.2","SCRIB-003","KI270816.1",291082,291165,"-","SCRIB","ENSG00000274287"
"3595","ENST00000612045","utr_120646","","ENST00000612045.4","CBWD1-025","chr9",178970,179012,"-","CBWD1","ENSG00000172785"
"3596","ENST00000612050","utr_123424","","ENST00000612050.4","CBWD3-013","chr9",68241985,68242031,"+","CBWD3","ENSG00000196873"
"3597","ENST00000612204","utr_305052","","ENST00000612204.4","SCRIB-002","KI270816.1",292420,292426,"-","SCRIB","ENSG00000274287"
"3598","ENST00000612220","utr_61215","","ENST00000612220.4","TACC3-201","chr4",1721490,1721643,"+","TACC3","ENSG00000013810"
"3599","ENST00000612220","utr_61216","","ENST00000612220.4","TACC3-201","chr4",1723421,1723421,"+","TACC3","ENSG00000013810"
"3600","ENST00000612402","utr_77049","","ENST00000612402.4","WDR36-201","chr5",111092172,111092288,"+","WDR36","ENSG00000134987"
"3601","ENST00000612630","utr_240292","","ENST00000612630.4","UHRF1-006","chr19",4903080,4903645,"+","UHRF1","ENSG00000276043"
"3602","ENST00000612630","utr_240293","","ENST00000612630.4","UHRF1-006","chr19",4910876,4910885,"+","UHRF1","ENSG00000276043"
"3603","ENST00000612959","utr_219806","","ENST00000612959.4","NSRP1-201","chr17",30116807,30116863,"+","NSRP1","ENSG00000126653"
"3604","ENST00000612959","utr_219807","","ENST00000612959.4","NSRP1-201","chr17",30172542,30172589,"+","NSRP1","ENSG00000126653"
"3605","ENST00000613151","utr_18805","","ENST00000613151.1","TPR-201","chr1",186375029,186375325,"-","TPR","ENSG00000047410"
"3606","ENST00000613280","utr_286227","","ENST00000613280.4","DDX24-001","KI270847.1",1195681,1195807,"-","DDX24","ENSG00000273761"
"3607","ENST00000613280","utr_286228","","ENST00000613280.4","DDX24-001","KI270847.1",1194305,1194309,"-","DDX24","ENSG00000273761"
"3608","ENST00000613355","utr_120682","","ENST00000613355.4","CBWD1-022","chr9",178970,179016,"-","CBWD1","ENSG00000172785"
"3609","ENST00000613474","utr_298745","","ENST00000613474.4","BAG6-207","GL000252.2",2900195,2900471,"-","BAG6","ENSG00000227761"
"3610","ENST00000613474","utr_298746","","ENST00000613474.4","BAG6-207","GL000252.2",2899531,2899543,"-","BAG6","ENSG00000227761"
"3611","ENST00000613508","utr_120669","","ENST00000613508.4","CBWD1-027","chr9",178970,179008,"-","CBWD1","ENSG00000172785"
"3612","ENST00000613694","utr_161121","","ENST00000613694.4","IRAK4-001","chr12",43758955,43759016,"+","IRAK4","ENSG00000198001"
"3613","ENST00000613694","utr_161122","","ENST00000613694.4","IRAK4-001","chr12",43768103,43768111,"+","IRAK4","ENSG00000198001"
"3614","ENST00000613716","utr_123114","","ENST00000613716.4","CBWD7-201","chr9",41189105,41189364,"-","CBWD7","ENSG00000215126"
"3615","ENST00000613716","utr_123115","","ENST00000613716.4","CBWD7-201","chr9",41188056,41188107,"-","CBWD7","ENSG00000215126"
"3616","ENST00000613852","utr_28273","","ENST00000613852.4","NAGK-201","chr2",71068278,71068545,"+","NAGK","ENSG00000124357"
"3617","ENST00000614256","utr_14742","","ENST00000614256.4","CHTOP-202","chr1",153633982,153634343,"+","CHTOP","ENSG00000160679"
"3618","ENST00000614256","utr_14743","","ENST00000614256.4","CHTOP-202","chr1",153636572,153636588,"+","CHTOP","ENSG00000160679"
"3619","ENST00000614335","utr_162818","","ENST00000614335.4","LARP4-202","chr12",50400907,50401028,"+","LARP4","ENSG00000161813"
"3620","ENST00000614335","utr_162819","","ENST00000614335.4","LARP4-202","chr12",50427762,50427909,"+","LARP4","ENSG00000161813"
"3621","ENST00000614335","utr_162820","","ENST00000614335.4","LARP4-202","chr12",50428935,50428978,"+","LARP4","ENSG00000161813"
"3622","ENST00000614381","utr_263546","","ENST00000614381.4","STAU1-202","chr20",49154034,49154068,"-","STAU1","ENSG00000124214"
"3623","ENST00000614447","utr_136439","","ENST00000614447.4","CASP7-203","chr10",113679669,113679978,"+","CASP7","ENSG00000165806"
"3624","ENST00000614496","utr_26676","","ENST00000614496.4","MSH6-203","chr2",47783082,47783493,"+","MSH6","ENSG00000116062"
"3625","ENST00000614496","utr_26677","","ENST00000614496.4","MSH6-203","chr2",47790927,47791123,"+","MSH6","ENSG00000116062"
"3626","ENST00000614496","utr_26678","","ENST00000614496.4","MSH6-203","chr2",47798611,47798889,"+","MSH6","ENSG00000116062"
"3627","ENST00000614696","utr_132414","","ENST00000614696.4","CDK1-202","chr10",60778496,60778570,"+","CDK1","ENSG00000170312"
"3628","ENST00000614696","utr_132415","","ENST00000614696.4","CDK1-202","chr10",60780141,60780165,"+","CDK1","ENSG00000170312"
"3629","ENST00000614702","utr_287204","","ENST00000614702.4","CORO7-001","KI270855.1",118842,118987,"-","CORO7","ENSG00000282725"
"3630","ENST00000614817","utr_286238","","ENST00000614817.3","DDX24-004","KI270847.1",1195681,1195764,"-","DDX24","ENSG00000273761"
"3631","ENST00000614817","utr_286239","","ENST00000614817.3","DDX24-004","KI270847.1",1194176,1194183,"-","DDX24","ENSG00000273761"
"3632","ENST00000614882","utr_286821","","ENST00000614882.2","NTAN1-203","KI270853.1",613600,613788,"+","NTAN1","ENSG00000275779"
"3633","ENST00000614882","utr_286822","","ENST00000614882.2","NTAN1-203","KI270853.1",622129,622193,"+","NTAN1","ENSG00000275779"
"3634","ENST00000615061","utr_123393","","ENST00000615061.4","CBWD3-009","chr9",68241954,68242031,"+","CBWD3","ENSG00000196873"
"3635","ENST00000615080","utr_162830","","ENST00000615080.4","LARP4-203","chr12",50400929,50401028,"+","LARP4","ENSG00000161813"
"3636","ENST00000615080","utr_162831","","ENST00000615080.4","LARP4-203","chr12",50427765,50427909,"+","LARP4","ENSG00000161813"
"3637","ENST00000615080","utr_162832","","ENST00000615080.4","LARP4-203","chr12",50428935,50428978,"+","LARP4","ENSG00000161813"
"3638","ENST00000615143","utr_297351","","ENST00000615143.1","BAG6-211","GL000251.2",3129714,3129990,"-","BAG6","ENSG00000229524"
"3639","ENST00000615143","utr_297352","","ENST00000615143.1","BAG6-211","GL000251.2",3129054,3129066,"-","BAG6","ENSG00000229524"
"3640","ENST00000615224","utr_300060","","ENST00000615224.2","BAG6-209","GL000253.2",2957470,2957746,"-","BAG6","ENSG00000228760"
"3641","ENST00000615224","utr_300061","","ENST00000615224.2","BAG6-209","GL000253.2",2956810,2956822,"-","BAG6","ENSG00000228760"
"3642","ENST00000615632","utr_286829","","ENST00000615632.4","NTAN1-002","KI270853.1",613652,613707,"+","NTAN1","ENSG00000275779"
"3643","ENST00000615667","utr_152244","","ENST00000615667.4","YAP1-203","chr11",102110461,102110848,"+","YAP1","ENSG00000137693"
"3644","ENST00000615725","utr_303820","","ENST00000615725.4","BAG6-213","GL000256.2",2951702,2951978,"-","BAG6","ENSG00000233348"
"3645","ENST00000615725","utr_303821","","ENST00000615725.4","BAG6-213","GL000256.2",2951038,2951050,"-","BAG6","ENSG00000233348"
"3646","ENST00000615884","utr_240301","alternative_5_UTR","ENST00000615884.4","UHRF1-005","chr19",4910146,4910246,"+","UHRF1","ENSG00000276043"
"3647","ENST00000615884","utr_240302","alternative_5_UTR","ENST00000615884.4","UHRF1-005","chr19",4910876,4910885,"+","UHRF1","ENSG00000276043"
"3648","ENST00000615972","utr_199897","","ENST00000615972.1","FAHD1-201","chr16",1827220,1827229,"+","FAHD1","ENSG00000180185"
"3649","ENST00000616033","utr_26700","","ENST00000616033.4","MSH6-204","chr2",47783151,47783233,"+","MSH6","ENSG00000116062"
"3650","ENST00000616255","utr_240306","","ENST00000616255.1","UHRF1-004","chr19",4910375,4910494,"+","UHRF1","ENSG00000276043"
"3651","ENST00000616255","utr_240307","","ENST00000616255.1","UHRF1-004","chr19",4910876,4910885,"+","UHRF1","ENSG00000276043"
"3652","ENST00000616550","utr_123352","","ENST00000616550.4","CBWD3-202","chr9",68241854,68242031,"+","CBWD3","ENSG00000196873"
"3653","ENST00000616552","utr_90403","","ENST00000616552.4","MCM3-201","chr6",52284810,52284881,"-","MCM3","ENSG00000112118"
"3654","ENST00000616743","utr_72503","","ENST00000616743.1","BASP1-201","chr5",17216823,17216897,"+","BASP1","ENSG00000176788"
"3655","ENST00000616743","utr_72504","","ENST00000616743.1","BASP1-201","chr5",17275208,17275216,"+","BASP1","ENSG00000176788"
"3656","ENST00000616821","utr_101621","","ENST00000616821.4","HIP1-201","chr7",75611699,75611702,"-","HIP1","ENSG00000127946"
"3657","ENST00000616944","utr_120673","","ENST00000616944.4","CBWD1-023","chr9",178970,179052,"-","CBWD1","ENSG00000172785"
"3658","ENST00000617055","utr_263169","","ENST00000617055.4","UBE2C-202","chr20",45812576,45812695,"+","UBE2C","ENSG00000175063"
"3659","ENST00000617235","utr_287235","","ENST00000617235.2","CORO7-004","KI270855.1",118842,118952,"-","CORO7","ENSG00000282725"
"3660","ENST00000617381","utr_154279","","ENST00000617381.4","DDX6-201","chr11",118791098,118791147,"-","DDX6","ENSG00000110367"
"3661","ENST00000617381","utr_154280","","ENST00000617381.4","DDX6-201","chr11",118786252,118786518,"-","DDX6","ENSG00000110367"
"3662","ENST00000617535","utr_61237","","ENST00000617535.4","TACC3-202","chr4",1721545,1721643,"+","TACC3","ENSG00000013810"
